lot_id,cvd_machine,meas_time,position_x,position_y,thickness_value
LOT-001,CVD_M01,2026-05-20 00:00:00,102.53,-102.53,98.82
LOT-002,CVD_M02,2026-05-20 02:00:00,0.0,0.0,100.68
LOT-002,CVD_M02,2026-05-20 02:00:00,30.0,0.0,100.22
LOT-002,CVD_M02,2026-05-20 02:00:00,0.0,30.0,
LOT-002,CVD_M02,2026-05-20 02:00:00,-30.0,0.0,100.34
LOT-002,CVD_M02,2026-05-20 02:00:00,-0.0,-30.0,99.99
LOT-002,CVD_M02,2026-05-20 02:00:00,60.0,0.0,
LOT-002,CVD_M02,2026-05-20 02:00:00,42.43,42.43,99.71
LOT-002,CVD_M02,2026-05-20 02:00:00,0.0,60.0,99.77
LOT-002,CVD_M02,2026-05-20 02:00:00,-42.43,42.43,99.8
LOT-002,CVD_M02,2026-05-20 02:00:00,-60.0,0.0,99.31
LOT-002,CVD_M02,2026-05-20 02:00:00,-42.43,-42.43,99.53
LOT-002,CVD_M02,2026-05-20 02:00:00,-0.0,-60.0,99.81
LOT-002,CVD_M02,2026-05-20 02:00:00,42.43,-42.43,
LOT-002,CVD_M02,2026-05-20 02:00:00,90.0,0.0,99.68
LOT-002,CVD_M02,2026-05-20 02:00:00,77.94,45.0,99.98
LOT-002,CVD_M02,2026-05-20 02:00:00,45.0,77.94,99.33
LOT-002,CVD_M02,2026-05-20 02:00:00,0.0,90.0,
LOT-002,CVD_M02,2026-05-20 02:00:00,-45.0,77.94,100.18
LOT-002,CVD_M02,2026-05-20 02:00:00,-77.94,45.0,99.67
LOT-002,CVD_M02,2026-05-20 02:00:00,-90.0,0.0,100.04
LOT-002,CVD_M02,2026-05-20 02:00:00,-77.94,-45.0,99.42
LOT-002,CVD_M02,2026-05-20 02:00:00,-45.0,-77.94,99.69
LOT-002,CVD_M02,2026-05-20 02:00:00,-0.0,-90.0,99.51
LOT-002,CVD_M02,2026-05-20 02:00:00,45.0,-77.94,99.79
LOT-002,CVD_M02,2026-05-20 02:00:00,77.94,-45.0,100.01
LOT-002,CVD_M02,2026-05-20 02:00:00,120.0,0.0,99.5
LOT-002,CVD_M02,2026-05-20 02:00:00,110.87,45.92,99.44
LOT-002,CVD_M02,2026-05-20 02:00:00,84.85,84.85,98.85
LOT-002,CVD_M02,2026-05-20 02:00:00,45.92,110.87,99.46
LOT-002,CVD_M02,2026-05-20 02:00:00,0.0,120.0,99.63
LOT-002,CVD_M02,2026-05-20 02:00:00,-45.92,110.87,99.21
LOT-002,CVD_M02,2026-05-20 02:00:00,-84.85,84.85,99.61
LOT-002,CVD_M02,2026-05-20 02:00:00,-110.87,45.92,98.87
LOT-002,CVD_M02,2026-05-20 02:00:00,-120.0,0.0,99.52
LOT-002,CVD_M02,2026-05-20 02:00:00,-110.87,-45.92,99.2
LOT-002,CVD_M02,2026-05-20 02:00:00,-84.85,-84.85,99.68
LOT-002,CVD_M02,2026-05-20 02:00:00,-45.92,-110.87,99.33
LOT-002,CVD_M02,2026-05-20 02:00:00,-0.0,-120.0,99.82
LOT-002,CVD_M02,2026-05-20 02:00:00,45.92,-110.87,99.66
LOT-002,CVD_M02,2026-05-20 02:00:00,84.85,-84.85,
LOT-002,CVD_M02,2026-05-20 02:00:00,110.87,-45.92,99.72
LOT-002,CVD_M02,2026-05-20 02:00:00,145.0,0.0,98.67
LOT-002,CVD_M02,2026-05-20 02:00:00,102.53,102.53,99.04
LOT-002,CVD_M02,2026-05-20 02:00:00,0.0,145.0,99.45
LOT-002,CVD_M02,2026-05-20 02:00:00,-102.53,102.53,
LOT-002,CVD_M02,2026-05-20 02:00:00,-145.0,0.0,98.83
LOT-002,CVD_M02,2026-05-20 02:00:00,-102.53,-102.53,98.97
LOT-002,CVD_M02,2026-05-20 02:00:00,-0.0,-145.0,99.21
LOT-002,CVD_M02,2026-05-20 02:00:00,102.53,-102.53,99.98
LOT-003,CVD_M03,2026-05-20 04:00:00,0.0,0.0,100.77
LOT-003,CVD_M03,2026-05-20 04:00:00,30.0,0.0,99.72
LOT-003,CVD_M03,2026-05-20 04:00:00,0.0,30.0,99.91
LOT-003,CVD_M03,2026-05-20 04:00:00,-30.0,0.0,100.42
LOT-003,CVD_M03,2026-05-20 04:00:00,-0.0,-30.0,100.36
LOT-003,CVD_M03,2026-05-20 04:00:00,60.0,0.0,99.93
LOT-003,CVD_M03,2026-05-20 04:00:00,42.43,42.43,99.94
LOT-003,CVD_M03,2026-05-20 04:00:00,0.0,60.0,100.11
LOT-003,CVD_M03,2026-05-20 04:00:00,-42.43,42.43,100.33
LOT-003,CVD_M03,2026-05-20 04:00:00,-60.0,0.0,99.96
LOT-003,CVD_M03,2026-05-20 04:00:00,-42.43,-42.43,100.54
LOT-003,CVD_M03,2026-05-20 04:00:00,-0.0,-60.0,100.48
LOT-003,CVD_M03,2026-05-20 04:00:00,42.43,-42.43,99.76
LOT-003,CVD_M03,2026-05-20 04:00:00,90.0,0.0,100.06
LOT-003,CVD_M03,2026-05-20 04:00:00,77.94,45.0,99.59
LOT-003,CVD_M03,2026-05-20 04:00:00,45.0,77.94,99.61
LOT-003,CVD_M03,2026-05-20 04:00:00,0.0,90.0,100.01
LOT-003,CVD_M03,2026-05-20 04:00:00,-45.0,77.94,99.95
LOT-003,CVD_M03,2026-05-20 04:00:00,-77.94,45.0,98.85
LOT-003,CVD_M03,2026-05-20 04:00:00,-90.0,0.0,99.72
LOT-003,CVD_M03,2026-05-20 04:00:00,-77.94,-45.0,99.98
LOT-003,CVD_M03,2026-05-20 04:00:00,-45.0,-77.94,98.99
LOT-003,CVD_M03,2026-05-20 04:00:00,-0.0,-90.0,100.14
LOT-003,CVD_M03,2026-05-20 04:00:00,45.0,-77.94,99.9
LOT-003,CVD_M03,2026-05-20 04:00:00,77.94,-45.0,100.13
LOT-003,CVD_M03,2026-05-20 04:00:00,120.0,0.0,99.09
LOT-003,CVD_M03,2026-05-20 04:00:00,110.87,45.92,99.71
LOT-003,CVD_M03,2026-05-20 04:00:00,84.85,84.85,99.64
LOT-003,CVD_M03,2026-05-20 04:00:00,45.92,110.87,99.34
LOT-003,CVD_M03,2026-05-20 04:00:00,0.0,120.0,99.0
LOT-003,CVD_M03,2026-05-20 04:00:00,-45.92,110.87,99.59
LOT-003,CVD_M03,2026-05-20 04:00:00,-84.85,84.85,99.95
LOT-003,CVD_M03,2026-05-20 04:00:00,-110.87,45.92,99.42
LOT-003,CVD_M03,2026-05-20 04:00:00,-120.0,0.0,99.65
LOT-003,CVD_M03,2026-05-20 04:00:00,-110.87,-45.92,98.77
LOT-003,CVD_M03,2026-05-20 04:00:00,-84.85,-84.85,99.7
LOT-003,CVD_M03,2026-05-20 04:00:00,-45.92,-110.87,99.31
LOT-003,CVD_M03,2026-05-20 04:00:00,-0.0,-120.0,99.42
LOT-003,CVD_M03,2026-05-20 04:00:00,45.92,-110.87,99.12
LOT-003,CVD_M03,2026-05-20 04:00:00,84.85,-84.85,100.14
LOT-003,CVD_M03,2026-05-20 04:00:00,110.87,-45.92,99.24
LOT-003,CVD_M03,2026-05-20 04:00:00,145.0,0.0,99.2
LOT-003,CVD_M03,2026-05-20 04:00:00,102.53,102.53,99.47
LOT-003,CVD_M03,2026-05-20 04:00:00,0.0,145.0,99.26
LOT-003,CVD_M03,2026-05-20 04:00:00,-102.53,102.53,
LOT-003,CVD_M03,2026-05-20 04:00:00,-145.0,0.0,99.51
LOT-003,CVD_M03,2026-05-20 04:00:00,-102.53,-102.53,98.79
LOT-003,CVD_M03,2026-05-20 04:00:00,-0.0,-145.0,99.42
LOT-003,CVD_M03,2026-05-20 04:00:00,102.53,-102.53,100.07
LOT-004,CVD_M01,2026-05-20 06:00:00,0.0,0.0,100.63
LOT-004,CVD_M01,2026-05-20 06:00:00,30.0,0.0,99.96
LOT-004,CVD_M01,2026-05-20 06:00:00,0.0,30.0,100.11
LOT-004,CVD_M01,2026-05-20 06:00:00,-30.0,0.0,99.65
LOT-004,CVD_M01,2026-05-20 06:00:00,-0.0,-30.0,100.25
LOT-004,CVD_M01,2026-05-20 06:00:00,60.0,0.0,100.66
LOT-004,CVD_M01,2026-05-20 06:00:00,42.43,42.43,99.59
LOT-004,CVD_M01,2026-05-20 06:00:00,0.0,60.0,250.3
LOT-004,CVD_M01,2026-05-20 06:00:00,-42.43,42.43,99.87
LOT-004,CVD_M01,2026-05-20 06:00:00,-60.0,0.0,101.15
LOT-004,CVD_M01,2026-05-20 06:00:00,-42.43,-42.43,100.61
LOT-004,CVD_M01,2026-05-20 06:00:00,-0.0,-60.0,100.27
LOT-004,CVD_M01,2026-05-20 06:00:00,42.43,-42.43,100.44
LOT-004,CVD_M01,2026-05-20 06:00:00,90.0,0.0,99.73
LOT-004,CVD_M01,2026-05-20 06:00:00,77.94,45.0,
LOT-004,CVD_M01,2026-05-20 06:00:00,45.0,77.94,100.09
LOT-004,CVD_M01,2026-05-20 06:00:00,0.0,90.0,99.86
LOT-004,CVD_M01,2026-05-20 06:00:00,-45.0,77.94,99.4
LOT-004,CVD_M01,2026-05-20 06:00:00,-77.94,45.0,99.55
LOT-004,CVD_M01,2026-05-20 06:00:00,-90.0,0.0,99.78
LOT-004,CVD_M01,2026-05-20 06:00:00,-77.94,-45.0,99.23
LOT-004,CVD_M01,2026-05-20 06:00:00,-45.0,-77.94,99.89
LOT-004,CVD_M01,2026-05-20 06:00:00,-0.0,-90.0,99.63
LOT-004,CVD_M01,2026-05-20 06:00:00,45.0,-77.94,99.69
LOT-004,CVD_M01,2026-05-20 06:00:00,77.94,-45.0,99.25
LOT-004,CVD_M01,2026-05-20 06:00:00,120.0,0.0,0.0
LOT-004,CVD_M01,2026-05-20 06:00:00,110.87,45.92,99.15
LOT-004,CVD_M01,2026-05-20 06:00:00,84.85,84.85,99.31
LOT-004,CVD_M01,2026-05-20 06:00:00,45.92,110.87,99.58
LOT-004,CVD_M01,2026-05-20 06:00:00,0.0,120.0,99.29
LOT-004,CVD_M01,2026-05-20 06:00:00,-45.92,110.87,99.47
LOT-004,CVD_M01,2026-05-20 06:00:00,-84.85,84.85,
LOT-004,CVD_M01,2026-05-20 06:00:00,-110.87,45.92,99.44
LOT-004,CVD_M01,2026-05-20 06:00:00,-120.0,0.0,99.48
LOT-004,CVD_M01,2026-05-20 06:00:00,-110.87,-45.92,99.58
LOT-004,CVD_M01,2026-05-20 06:00:00,-84.85,-84.85,99.36
LOT-004,CVD_M01,2026-05-20 06:00:00,-45.92,-110.87,99.1
LOT-004,CVD_M01,2026-05-20 06:00:00,-0.0,-120.0,99.07
LOT-004,CVD_M01,2026-05-20 06:00:00,45.92,-110.87,99.25
LOT-004,CVD_M01,2026-05-20 06:00:00,84.85,-84.85,99.76
LOT-004,CVD_M01,2026-05-20 06:00:00,110.87,-45.92,100.41
LOT-004,CVD_M01,2026-05-20 06:00:00,145.0,0.0,99.14
LOT-004,CVD_M01,2026-05-20 06:00:00,102.53,102.53,
LOT-004,CVD_M01,2026-05-20 06:00:00,0.0,145.0,99.67
LOT-004,CVD_M01,2026-05-20 06:00:00,-102.53,102.53,
LOT-004,CVD_M01,2026-05-20 06:00:00,-145.0,0.0,99.35
LOT-004,CVD_M01,2026-05-20 06:00:00,-102.53,-102.53,99.81
LOT-004,CVD_M01,2026-05-20 06:00:00,-0.0,-145.0,98.79
LOT-004,CVD_M01,2026-05-20 06:00:00,102.53,-102.53,99.47
LOT-005,CVD_M02,2026-05-20 08:00:00,0.0,0.0,100.15
LOT-005,CVD_M02,2026-05-20 08:00:00,30.0,0.0,100.71
LOT-005,CVD_M02,2026-05-20 08:00:00,0.0,30.0,
LOT-005,CVD_M02,2026-05-20 08:00:00,-30.0,0.0,100.56
LOT-005,CVD_M02,2026-05-20 08:00:00,-0.0,-30.0,100.78
LOT-005,CVD_M02,2026-05-20 08:00:00,60.0,0.0,100.26
LOT-005,CVD_M02,2026-05-20 08:00:00,42.43,42.43,99.94
LOT-005,CVD_M02,2026-05-20 08:00:00,0.0,60.0,100.01
LOT-005,CVD_M02,2026-05-20 08:00:00,-42.43,42.43,100.48
LOT-005,CVD_M02,2026-05-20 08:00:00,-60.0,0.0,100.22
LOT-005,CVD_M02,2026-05-20 08:00:00,-42.43,-42.43,99.28
LOT-005,CVD_M02,2026-05-20 08:00:00,-0.0,-60.0,100.05
LOT-005,CVD_M02,2026-05-20 08:00:00,42.43,-42.43,99.86
LOT-005,CVD_M02,2026-05-20 08:00:00,90.0,0.0,
LOT-005,CVD_M02,2026-05-20 08:00:00,77.94,45.0,100.06
LOT-005,CVD_M02,2026-05-20 08:00:00,45.0,77.94,99.7
LOT-005,CVD_M02,2026-05-20 08:00:00,0.0,90.0,99.68
LOT-005,CVD_M02,2026-05-20 08:00:00,-45.0,77.94,100.01
LOT-005,CVD_M02,2026-05-20 08:00:00,-77.94,45.0,98.9
LOT-005,CVD_M02,2026-05-20 08:00:00,-90.0,0.0,98.95
LOT-005,CVD_M02,2026-05-20 08:00:00,-77.94,-45.0,99.92
LOT-005,CVD_M02,2026-05-20 08:00:00,-45.0,-77.94,99.73
LOT-005,CVD_M02,2026-05-20 08:00:00,-0.0,-90.0,100.08
LOT-005,CVD_M02,2026-05-20 08:00:00,45.0,-77.94,99.73
LOT-005,CVD_M02,2026-05-20 08:00:00,77.94,-45.0,999.9
LOT-005,CVD_M02,2026-05-20 08:00:00,120.0,0.0,99.67
LOT-005,CVD_M02,2026-05-20 08:00:00,110.87,45.92,99.6
LOT-005,CVD_M02,2026-05-20 08:00:00,84.85,84.85,99.54
LOT-005,CVD_M02,2026-05-20 08:00:00,45.92,110.87,99.73
LOT-005,CVD_M02,2026-05-20 08:00:00,0.0,120.0,99.67
LOT-005,CVD_M02,2026-05-20 08:00:00,-45.92,110.87,99.34
LOT-005,CVD_M02,2026-05-20 08:00:00,-84.85,84.85,99.3
LOT-005,CVD_M02,2026-05-20 08:00:00,-110.87,45.92,
LOT-005,CVD_M02,2026-05-20 08:00:00,-120.0,0.0,99.27
LOT-005,CVD_M02,2026-05-20 08:00:00,-110.87,-45.92,99.47
LOT-005,CVD_M02,2026-05-20 08:00:00,-84.85,-84.85,100.11
LOT-005,CVD_M02,2026-05-20 08:00:00,-45.92,-110.87,99.36
LOT-005,CVD_M02,2026-05-20 08:00:00,-0.0,-120.0,99.27
LOT-005,CVD_M02,2026-05-20 08:00:00,45.92,-110.87,99.54
LOT-005,CVD_M02,2026-05-20 08:00:00,84.85,-84.85,99.64
LOT-005,CVD_M02,2026-05-20 08:00:00,110.87,-45.92,99.94
LOT-005,CVD_M02,2026-05-20 08:00:00,145.0,0.0,99.83
LOT-005,CVD_M02,2026-05-20 08:00:00,102.53,102.53,99.27
LOT-005,CVD_M02,2026-05-20 08:00:00,0.0,145.0,99.81
LOT-005,CVD_M02,2026-05-20 08:00:00,-102.53,102.53,99.62
LOT-005,CVD_M02,2026-05-20 08:00:00,-145.0,0.0,98.61
LOT-005,CVD_M02,2026-05-20 08:00:00,-102.53,-102.53,99.35
LOT-005,CVD_M02,2026-05-20 08:00:00,-0.0,-145.0,99.7
LOT-005,CVD_M02,2026-05-20 08:00:00,102.53,-102.53,99.53
LOT-006,CVD_M03,2026-05-20 10:00:00,0.0,0.0,100.52
LOT-006,CVD_M03,2026-05-20 10:00:00,30.0,0.0,100.01
LOT-006,CVD_M03,2026-05-20 10:00:00,0.0,30.0,100.44
LOT-006,CVD_M03,2026-05-20 10:00:00,-30.0,0.0,100.03
LOT-006,CVD_M03,2026-05-20 10:00:00,-0.0,-30.0,100.37
LOT-006,CVD_M03,2026-05-20 10:00:00,60.0,0.0,100.08
LOT-006,CVD_M03,2026-05-20 10:00:00,42.43,42.43,99.45
LOT-006,CVD_M03,2026-05-20 10:00:00,0.0,60.0,100.23
LOT-006,CVD_M03,2026-05-20 10:00:00,-42.43,42.43,100.46
LOT-006,CVD_M03,2026-05-20 10:00:00,-60.0,0.0,99.9
LOT-006,CVD_M03,2026-05-20 10:00:00,-42.43,-42.43,
LOT-006,CVD_M03,2026-05-20 10:00:00,-0.0,-60.0,99.71
LOT-006,CVD_M03,2026-05-20 10:00:00,42.43,-42.43,100.35
LOT-006,CVD_M03,2026-05-20 10:00:00,90.0,0.0,99.61
LOT-006,CVD_M03,2026-05-20 10:00:00,77.94,45.0,100.13
LOT-006,CVD_M03,2026-05-20 10:00:00,45.0,77.94,100.29
LOT-006,CVD_M03,2026-05-20 10:00:00,0.0,90.0,99.75
LOT-006,CVD_M03,2026-05-20 10:00:00,-45.0,77.94,99.27
LOT-006,CVD_M03,2026-05-20 10:00:00,-77.94,45.0,99.61
LOT-006,CVD_M03,2026-05-20 10:00:00,-90.0,0.0,100.23
LOT-006,CVD_M03,2026-05-20 10:00:00,-77.94,-45.0,99.9
LOT-006,CVD_M03,2026-05-20 10:00:00,-45.0,-77.94,99.7
LOT-006,CVD_M03,2026-05-20 10:00:00,-0.0,-90.0,100.06
LOT-006,CVD_M03,2026-05-20 10:00:00,45.0,-77.94,99.9
LOT-006,CVD_M03,2026-05-20 10:00:00,77.94,-45.0,99.75
LOT-006,CVD_M03,2026-05-20 10:00:00,120.0,0.0,99.37
LOT-006,CVD_M03,2026-05-20 10:00:00,110.87,45.92,100.22
LOT-006,CVD_M03,2026-05-20 10:00:00,84.85,84.85,99.17
LOT-006,CVD_M03,2026-05-20 10:00:00,45.92,110.87,99.93
LOT-006,CVD_M03,2026-05-20 10:00:00,0.0,120.0,99.47
LOT-006,CVD_M03,2026-05-20 10:00:00,-45.92,110.87,99.39
LOT-006,CVD_M03,2026-05-20 10:00:00,-84.85,84.85,99.55
LOT-006,CVD_M03,2026-05-20 10:00:00,-110.87,45.92,99.21
LOT-006,CVD_M03,2026-05-20 10:00:00,-120.0,0.0,99.92
LOT-006,CVD_M03,2026-05-20 10:00:00,-110.87,-45.92,99.7
LOT-006,CVD_M03,2026-05-20 10:00:00,-84.85,-84.85,99.92
LOT-006,CVD_M03,2026-05-20 10:00:00,-45.92,-110.87,99.38
LOT-006,CVD_M03,2026-05-20 10:00:00,-0.0,-120.0,99.59
LOT-006,CVD_M03,2026-05-20 10:00:00,45.92,-110.87,99.05
LOT-006,CVD_M03,2026-05-20 10:00:00,84.85,-84.85,99.54
LOT-006,CVD_M03,2026-05-20 10:00:00,110.87,-45.92,
LOT-006,CVD_M03,2026-05-20 10:00:00,145.0,0.0,99.7
LOT-006,CVD_M03,2026-05-20 10:00:00,102.53,102.53,99.56
LOT-006,CVD_M03,2026-05-20 10:00:00,0.0,145.0,98.48
LOT-006,CVD_M03,2026-05-20 10:00:00,-102.53,102.53,99.35
LOT-006,CVD_M03,2026-05-20 10:00:00,-145.0,0.0,99.82
LOT-006,CVD_M03,2026-05-20 10:00:00,-102.53,-102.53,98.66
LOT-006,CVD_M03,2026-05-20 10:00:00,-0.0,-145.0,98.52
LOT-006,CVD_M03,2026-05-20 10:00:00,102.53,-102.53,99.33
LOT-007,CVD_M01,2026-05-20 12:00:00,0.0,0.0,100.31
LOT-007,CVD_M01,2026-05-20 12:00:00,30.0,0.0,100.24
LOT-007,CVD_M01,2026-05-20 12:00:00,0.0,30.0,100.29
LOT-007,CVD_M01,2026-05-20 12:00:00,-30.0,0.0,100.32
LOT-007,CVD_M01,2026-05-20 12:00:00,-0.0,-30.0,100.21
LOT-007,CVD_M01,2026-05-20 12:00:00,60.0,0.0,99.39
LOT-007,CVD_M01,2026-05-20 12:00:00,42.43,42.43,100.06
LOT-007,CVD_M01,2026-05-20 12:00:00,0.0,60.0,100.5
LOT-007,CVD_M01,2026-05-20 12:00:00,-42.43,42.43,100.31
LOT-007,CVD_M01,2026-05-20 12:00:00,-60.0,0.0,100.55
LOT-007,CVD_M01,2026-05-20 12:00:00,-42.43,-42.43,100.58
LOT-007,CVD_M01,2026-05-20 12:00:00,-0.0,-60.0,99.44
LOT-007,CVD_M01,2026-05-20 12:00:00,42.43,-42.43,100.42
LOT-007,CVD_M01,2026-05-20 12:00:00,90.0,0.0,100.16
LOT-007,CVD_M01,2026-05-20 12:00:00,77.94,45.0,99.78
LOT-007,CVD_M01,2026-05-20 12:00:00,45.0,77.94,99.98
LOT-007,CVD_M01,2026-05-20 12:00:00,0.0,90.0,99.87
LOT-007,CVD_M01,2026-05-20 12:00:00,-45.0,77.94,99.16
LOT-007,CVD_M01,2026-05-20 12:00:00,-77.94,45.0,99.44
LOT-007,CVD_M01,2026-05-20 12:00:00,-90.0,0.0,100.36
LOT-007,CVD_M01,2026-05-20 12:00:00,-77.94,-45.0,99.65
LOT-007,CVD_M01,2026-05-20 12:00:00,-45.0,-77.94,100.3
LOT-007,CVD_M01,2026-05-20 12:00:00,-0.0,-90.0,100.02
LOT-007,CVD_M01,2026-05-20 12:00:00,45.0,-77.94,99.1
LOT-007,CVD_M01,2026-05-20 12:00:00,77.94,-45.0,
LOT-007,CVD_M01,2026-05-20 12:00:00,120.0,0.0,99.31
LOT-007,CVD_M01,2026-05-20 12:00:00,110.87,45.92,99.05
LOT-007,CVD_M01,2026-05-20 12:00:00,84.85,84.85,99.7
LOT-007,CVD_M01,2026-05-20 12:00:00,45.92,110.87,100.09
LOT-007,CVD_M01,2026-05-20 12:00:00,0.0,120.0,99.11
LOT-007,CVD_M01,2026-05-20 12:00:00,-45.92,110.87,99.31
LOT-007,CVD_M01,2026-05-20 12:00:00,-84.85,84.85,99.14
LOT-007,CVD_M01,2026-05-20 12:00:00,-110.87,45.92,
LOT-007,CVD_M01,2026-05-20 12:00:00,-120.0,0.0,99.65
LOT-007,CVD_M01,2026-05-20 12:00:00,-110.87,-45.92,99.21
LOT-007,CVD_M01,2026-05-20 12:00:00,-84.85,-84.85,99.49
LOT-007,CVD_M01,2026-05-20 12:00:00,-45.92,-110.87,99.61
LOT-007,CVD_M01,2026-05-20 12:00:00,-0.0,-120.0,99.19
LOT-007,CVD_M01,2026-05-20 12:00:00,45.92,-110.87,99.94
LOT-007,CVD_M01,2026-05-20 12:00:00,84.85,-84.85,99.49
LOT-007,CVD_M01,2026-05-20 12:00:00,110.87,-45.92,98.87
LOT-007,CVD_M01,2026-05-20 12:00:00,145.0,0.0,99.4
LOT-007,CVD_M01,2026-05-20 12:00:00,102.53,102.53,99.52
LOT-007,CVD_M01,2026-05-20 12:00:00,0.0,145.0,99.68
LOT-007,CVD_M01,2026-05-20 12:00:00,-102.53,102.53,99.89
LOT-007,CVD_M01,2026-05-20 12:00:00,-145.0,0.0,100.1
LOT-007,CVD_M01,2026-05-20 12:00:00,-102.53,-102.53,99.43
LOT-007,CVD_M01,2026-05-20 12:00:00,-0.0,-145.0,99.22
LOT-007,CVD_M01,2026-05-20 12:00:00,102.53,-102.53,99.45
LOT-008,CVD_M02,2026-05-20 14:00:00,0.0,0.0,100.01
LOT-008,CVD_M02,2026-05-20 14:00:00,30.0,0.0,100.03
LOT-008,CVD_M02,2026-05-20 14:00:00,0.0,30.0,101.08
LOT-008,CVD_M02,2026-05-20 14:00:00,-30.0,0.0,100.47
LOT-008,CVD_M02,2026-05-20 14:00:00,-0.0,-30.0,100.52
LOT-008,CVD_M02,2026-05-20 14:00:00,60.0,0.0,100.38
LOT-008,CVD_M02,2026-05-20 14:00:00,42.43,42.43,100.73
LOT-008,CVD_M02,2026-05-20 14:00:00,0.0,60.0,99.89
LOT-008,CVD_M02,2026-05-20 14:00:00,-42.43,42.43,99.62
LOT-008,CVD_M02,2026-05-20 14:00:00,-60.0,0.0,0.0
LOT-008,CVD_M02,2026-05-20 14:00:00,-42.43,-42.43,-999.0
LOT-008,CVD_M02,2026-05-20 14:00:00,-0.0,-60.0,99.7
LOT-008,CVD_M02,2026-05-20 14:00:00,42.43,-42.43,100.44
LOT-008,CVD_M02,2026-05-20 14:00:00,90.0,0.0,99.58
LOT-008,CVD_M02,2026-05-20 14:00:00,77.94,45.0,99.55
LOT-008,CVD_M02,2026-05-20 14:00:00,45.0,77.94,99.52
LOT-008,CVD_M02,2026-05-20 14:00:00,0.0,90.0,99.35
