lot_id,cvd_machine,meas_time,position_x,position_y,thickness_value
LOT-001,CVD_M02,2026-05-20 00:00:00,-102.53,-102.53,99.05
LOT-001,CVD_M02,2026-05-20 00:00:00,-0.0,-145.0,98.61
LOT-001,CVD_M02,2026-05-20 00:00:00,102.53,-102.53,99.23
LOT-002,CVD_M03,2026-05-20 02:30:00,0.0,0.0,100.94
LOT-002,CVD_M03,2026-05-20 02:30:00,30.0,0.0,100.94
LOT-002,CVD_M03,2026-05-20 02:30:00,0.0,30.0,100.32
LOT-002,CVD_M03,2026-05-20 02:30:00,-30.0,0.0,100.16
LOT-002,CVD_M03,2026-05-20 02:30:00,-0.0,-30.0,
LOT-002,CVD_M03,2026-05-20 02:30:00,60.0,0.0,99.93
LOT-002,CVD_M03,2026-05-20 02:30:00,42.43,42.43,100.07
LOT-002,CVD_M03,2026-05-20 02:30:00,0.0,60.0,99.77
LOT-002,CVD_M03,2026-05-20 02:30:00,-42.43,42.43,100.41
LOT-002,CVD_M03,2026-05-20 02:30:00,-60.0,0.0,99.89
LOT-002,CVD_M03,2026-05-20 02:30:00,-42.43,-42.43,100.14
LOT-002,CVD_M03,2026-05-20 02:30:00,-0.0,-60.0,100.22
LOT-002,CVD_M03,2026-05-20 02:30:00,42.43,-42.43,100.37
LOT-002,CVD_M03,2026-05-20 02:30:00,90.0,0.0,99.39
LOT-002,CVD_M03,2026-05-20 02:30:00,77.94,45.0,99.92
LOT-002,CVD_M03,2026-05-20 02:30:00,45.0,77.94,99.07
LOT-002,CVD_M03,2026-05-20 02:30:00,0.0,90.0,99.92
LOT-002,CVD_M03,2026-05-20 02:30:00,-45.0,77.94,99.76
LOT-002,CVD_M03,2026-05-20 02:30:00,-77.94,45.0,100.69
LOT-002,CVD_M03,2026-05-20 02:30:00,-90.0,0.0,99.84
LOT-002,CVD_M03,2026-05-20 02:30:00,-77.94,-45.0,99.66
LOT-002,CVD_M03,2026-05-20 02:30:00,-45.0,-77.94,99.27
LOT-002,CVD_M03,2026-05-20 02:30:00,-0.0,-90.0,99.36
LOT-002,CVD_M03,2026-05-20 02:30:00,45.0,-77.94,100.21
LOT-002,CVD_M03,2026-05-20 02:30:00,77.94,-45.0,100.08
LOT-002,CVD_M03,2026-05-20 02:30:00,120.0,0.0,99.1
LOT-002,CVD_M03,2026-05-20 02:30:00,110.87,45.92,99.79
LOT-002,CVD_M03,2026-05-20 02:30:00,84.85,84.85,99.57
LOT-002,CVD_M03,2026-05-20 02:30:00,45.92,110.87,99.0
LOT-002,CVD_M03,2026-05-20 02:30:00,0.0,120.0,99.09
LOT-002,CVD_M03,2026-05-20 02:30:00,-45.92,110.87,99.57
LOT-002,CVD_M03,2026-05-20 02:30:00,-84.85,84.85,100.03
LOT-002,CVD_M03,2026-05-20 02:30:00,-110.87,45.92,99.01
LOT-002,CVD_M03,2026-05-20 02:30:00,-120.0,0.0,99.67
LOT-002,CVD_M03,2026-05-20 02:30:00,-110.87,-45.92,99.61
LOT-002,CVD_M03,2026-05-20 02:30:00,-84.85,-84.85,99.26
LOT-002,CVD_M03,2026-05-20 02:30:00,-45.92,-110.87,98.66
LOT-002,CVD_M03,2026-05-20 02:30:00,-0.0,-120.0,99.37
LOT-002,CVD_M03,2026-05-20 02:30:00,45.92,-110.87,99.19
LOT-002,CVD_M03,2026-05-20 02:30:00,84.85,-84.85,100.57
LOT-002,CVD_M03,2026-05-20 02:30:00,110.87,-45.92,99.69
LOT-002,CVD_M03,2026-05-20 02:30:00,145.0,0.0,99.17
LOT-002,CVD_M03,2026-05-20 02:30:00,102.53,102.53,98.92
LOT-002,CVD_M03,2026-05-20 02:30:00,0.0,145.0,99.17
LOT-002,CVD_M03,2026-05-20 02:30:00,-102.53,102.53,98.58
LOT-002,CVD_M03,2026-05-20 02:30:00,-145.0,0.0,100.23
LOT-002,CVD_M03,2026-05-20 02:30:00,-102.53,-102.53,99.23
LOT-002,CVD_M03,2026-05-20 02:30:00,-0.0,-145.0,99.1
LOT-002,CVD_M03,2026-05-20 02:30:00,102.53,-102.53,99.14
LOT-003,CVD_M01,2026-05-20 05:00:00,0.0,0.0,
LOT-003,CVD_M01,2026-05-20 05:00:00,30.0,0.0,100.14
LOT-003,CVD_M01,2026-05-20 05:00:00,0.0,30.0,100.73
LOT-003,CVD_M01,2026-05-20 05:00:00,-30.0,0.0,100.59
LOT-003,CVD_M01,2026-05-20 05:00:00,-0.0,-30.0,100.39
LOT-003,CVD_M01,2026-05-20 05:00:00,60.0,0.0,100.28
LOT-003,CVD_M01,2026-05-20 05:00:00,42.43,42.43,100.49
LOT-003,CVD_M01,2026-05-20 05:00:00,0.0,60.0,100.13
LOT-003,CVD_M01,2026-05-20 05:00:00,-42.43,42.43,100.13
LOT-003,CVD_M01,2026-05-20 05:00:00,-60.0,0.0,100.43
LOT-003,CVD_M01,2026-05-20 05:00:00,-42.43,-42.43,100.5
LOT-003,CVD_M01,2026-05-20 05:00:00,-0.0,-60.0,100.28
LOT-003,CVD_M01,2026-05-20 05:00:00,42.43,-42.43,-999.0
LOT-003,CVD_M01,2026-05-20 05:00:00,90.0,0.0,99.79
LOT-003,CVD_M01,2026-05-20 05:00:00,77.94,45.0,99.48
LOT-003,CVD_M01,2026-05-20 05:00:00,45.0,77.94,99.95
LOT-003,CVD_M01,2026-05-20 05:00:00,0.0,90.0,99.87
LOT-003,CVD_M01,2026-05-20 05:00:00,-45.0,77.94,99.7
LOT-003,CVD_M01,2026-05-20 05:00:00,-77.94,45.0,99.27
LOT-003,CVD_M01,2026-05-20 05:00:00,-90.0,0.0,99.58
LOT-003,CVD_M01,2026-05-20 05:00:00,-77.94,-45.0,99.97
LOT-003,CVD_M01,2026-05-20 05:00:00,-45.0,-77.94,100.09
LOT-003,CVD_M01,2026-05-20 05:00:00,-0.0,-90.0,99.81
LOT-003,CVD_M01,2026-05-20 05:00:00,45.0,-77.94,99.95
LOT-003,CVD_M01,2026-05-20 05:00:00,77.94,-45.0,99.99
LOT-003,CVD_M01,2026-05-20 05:00:00,120.0,0.0,99.99
LOT-003,CVD_M01,2026-05-20 05:00:00,110.87,45.92,100.05
LOT-003,CVD_M01,2026-05-20 05:00:00,84.85,84.85,99.03
LOT-003,CVD_M01,2026-05-20 05:00:00,45.92,110.87,99.79
LOT-003,CVD_M01,2026-05-20 05:00:00,0.0,120.0,99.83
LOT-003,CVD_M01,2026-05-20 05:00:00,-45.92,110.87,99.12
LOT-003,CVD_M01,2026-05-20 05:00:00,-84.85,84.85,-999.0
LOT-003,CVD_M01,2026-05-20 05:00:00,-110.87,45.92,99.58
LOT-003,CVD_M01,2026-05-20 05:00:00,-120.0,0.0,99.56
LOT-003,CVD_M01,2026-05-20 05:00:00,-110.87,-45.92,99.77
LOT-003,CVD_M01,2026-05-20 05:00:00,-84.85,-84.85,100.19
LOT-003,CVD_M01,2026-05-20 05:00:00,-45.92,-110.87,99.74
LOT-003,CVD_M01,2026-05-20 05:00:00,-0.0,-120.0,99.48
LOT-003,CVD_M01,2026-05-20 05:00:00,45.92,-110.87,99.73
LOT-003,CVD_M01,2026-05-20 05:00:00,84.85,-84.85,99.26
LOT-003,CVD_M01,2026-05-20 05:00:00,110.87,-45.92,99.72
LOT-003,CVD_M01,2026-05-20 05:00:00,145.0,0.0,99.69
LOT-003,CVD_M01,2026-05-20 05:00:00,102.53,102.53,98.85
LOT-003,CVD_M01,2026-05-20 05:00:00,0.0,145.0,99.24
LOT-003,CVD_M01,2026-05-20 05:00:00,-102.53,102.53,99.24
LOT-003,CVD_M01,2026-05-20 05:00:00,-145.0,0.0,100.09
LOT-003,CVD_M01,2026-05-20 05:00:00,-102.53,-102.53,99.49
LOT-003,CVD_M01,2026-05-20 05:00:00,-0.0,-145.0,99.28
LOT-003,CVD_M01,2026-05-20 05:00:00,102.53,-102.53,99.08
LOT-004,CVD_M02,2026-05-20 07:30:00,0.0,0.0,100.7
LOT-004,CVD_M02,2026-05-20 07:30:00,30.0,0.0,100.85
LOT-004,CVD_M02,2026-05-20 07:30:00,0.0,30.0,100.0
LOT-004,CVD_M02,2026-05-20 07:30:00,-30.0,0.0,100.43
LOT-004,CVD_M02,2026-05-20 07:30:00,-0.0,-30.0,100.62
LOT-004,CVD_M02,2026-05-20 07:30:00,60.0,0.0,100.19
LOT-004,CVD_M02,2026-05-20 07:30:00,42.43,42.43,101.16
LOT-004,CVD_M02,2026-05-20 07:30:00,0.0,60.0,100.4
LOT-004,CVD_M02,2026-05-20 07:30:00,-42.43,42.43,100.57
LOT-004,CVD_M02,2026-05-20 07:30:00,-60.0,0.0,99.97
LOT-004,CVD_M02,2026-05-20 07:30:00,-42.43,-42.43,100.61
LOT-004,CVD_M02,2026-05-20 07:30:00,-0.0,-60.0,99.93
LOT-004,CVD_M02,2026-05-20 07:30:00,42.43,-42.43,100.49
LOT-004,CVD_M02,2026-05-20 07:30:00,90.0,0.0,100.22
LOT-004,CVD_M02,2026-05-20 07:30:00,77.94,45.0,99.78
LOT-004,CVD_M02,2026-05-20 07:30:00,45.0,77.94,100.39
LOT-004,CVD_M02,2026-05-20 07:30:00,0.0,90.0,100.09
LOT-004,CVD_M02,2026-05-20 07:30:00,-45.0,77.94,
LOT-004,CVD_M02,2026-05-20 07:30:00,-77.94,45.0,99.89
LOT-004,CVD_M02,2026-05-20 07:30:00,-90.0,0.0,99.68
LOT-004,CVD_M02,2026-05-20 07:30:00,-77.94,-45.0,99.95
LOT-004,CVD_M02,2026-05-20 07:30:00,-45.0,-77.94,100.2
LOT-004,CVD_M02,2026-05-20 07:30:00,-0.0,-90.0,100.19
LOT-004,CVD_M02,2026-05-20 07:30:00,45.0,-77.94,100.01
LOT-004,CVD_M02,2026-05-20 07:30:00,77.94,-45.0,99.54
LOT-004,CVD_M02,2026-05-20 07:30:00,120.0,0.0,99.88
LOT-004,CVD_M02,2026-05-20 07:30:00,110.87,45.92,99.29
LOT-004,CVD_M02,2026-05-20 07:30:00,84.85,84.85,99.49
LOT-004,CVD_M02,2026-05-20 07:30:00,45.92,110.87,99.37
LOT-004,CVD_M02,2026-05-20 07:30:00,0.0,120.0,99.19
LOT-004,CVD_M02,2026-05-20 07:30:00,-45.92,110.87,99.25
LOT-004,CVD_M02,2026-05-20 07:30:00,-84.85,84.85,99.07
LOT-004,CVD_M02,2026-05-20 07:30:00,-110.87,45.92,99.64
LOT-004,CVD_M02,2026-05-20 07:30:00,-120.0,0.0,99.88
LOT-004,CVD_M02,2026-05-20 07:30:00,-110.87,-45.92,99.64
LOT-004,CVD_M02,2026-05-20 07:30:00,-84.85,-84.85,99.62
LOT-004,CVD_M02,2026-05-20 07:30:00,-45.92,-110.87,99.98
LOT-004,CVD_M02,2026-05-20 07:30:00,-0.0,-120.0,99.62
LOT-004,CVD_M02,2026-05-20 07:30:00,45.92,-110.87,99.36
LOT-004,CVD_M02,2026-05-20 07:30:00,84.85,-84.85,100.0
LOT-004,CVD_M02,2026-05-20 07:30:00,110.87,-45.92,99.96
LOT-004,CVD_M02,2026-05-20 07:30:00,145.0,0.0,99.2
LOT-004,CVD_M02,2026-05-20 07:30:00,102.53,102.53,99.53
LOT-004,CVD_M02,2026-05-20 07:30:00,0.0,145.0,98.91
LOT-004,CVD_M02,2026-05-20 07:30:00,-102.53,102.53,99.56
LOT-004,CVD_M02,2026-05-20 07:30:00,-145.0,0.0,99.23
LOT-004,CVD_M02,2026-05-20 07:30:00,-102.53,-102.53,99.12
LOT-004,CVD_M02,2026-05-20 07:30:00,-0.0,-145.0,99.05
LOT-004,CVD_M02,2026-05-20 07:30:00,102.53,-102.53,99.25
LOT-005,CVD_M03,2026-05-20 10:00:00,0.0,0.0,100.86
LOT-005,CVD_M03,2026-05-20 10:00:00,30.0,0.0,100.8
LOT-005,CVD_M03,2026-05-20 10:00:00,0.0,30.0,99.93
LOT-005,CVD_M03,2026-05-20 10:00:00,-30.0,0.0,100.52
LOT-005,CVD_M03,2026-05-20 10:00:00,-0.0,-30.0,100.66
LOT-005,CVD_M03,2026-05-20 10:00:00,60.0,0.0,101.03
LOT-005,CVD_M03,2026-05-20 10:00:00,42.43,42.43,99.89
LOT-005,CVD_M03,2026-05-20 10:00:00,0.0,60.0,100.33
LOT-005,CVD_M03,2026-05-20 10:00:00,-42.43,42.43,100.23
LOT-005,CVD_M03,2026-05-20 10:00:00,-60.0,0.0,100.74
LOT-005,CVD_M03,2026-05-20 10:00:00,-42.43,-42.43,100.18
LOT-005,CVD_M03,2026-05-20 10:00:00,-0.0,-60.0,100.14
LOT-005,CVD_M03,2026-05-20 10:00:00,42.43,-42.43,100.0
LOT-005,CVD_M03,2026-05-20 10:00:00,90.0,0.0,99.45
LOT-005,CVD_M03,2026-05-20 10:00:00,77.94,45.0,99.91
LOT-005,CVD_M03,2026-05-20 10:00:00,45.0,77.94,999.9
LOT-005,CVD_M03,2026-05-20 10:00:00,0.0,90.0,99.92
LOT-005,CVD_M03,2026-05-20 10:00:00,-45.0,77.94,99.23
LOT-005,CVD_M03,2026-05-20 10:00:00,-77.94,45.0,99.51
LOT-005,CVD_M03,2026-05-20 10:00:00,-90.0,0.0,100.15
LOT-005,CVD_M03,2026-05-20 10:00:00,-77.94,-45.0,100.12
LOT-005,CVD_M03,2026-05-20 10:00:00,-45.0,-77.94,99.94
LOT-005,CVD_M03,2026-05-20 10:00:00,-0.0,-90.0,99.49
LOT-005,CVD_M03,2026-05-20 10:00:00,45.0,-77.94,100.06
LOT-005,CVD_M03,2026-05-20 10:00:00,77.94,-45.0,100.17
LOT-005,CVD_M03,2026-05-20 10:00:00,120.0,0.0,100.09
LOT-005,CVD_M03,2026-05-20 10:00:00,110.87,45.92,99.59
LOT-005,CVD_M03,2026-05-20 10:00:00,84.85,84.85,100.0
LOT-005,CVD_M03,2026-05-20 10:00:00,45.92,110.87,99.43
LOT-005,CVD_M03,2026-05-20 10:00:00,0.0,120.0,
LOT-005,CVD_M03,2026-05-20 10:00:00,-45.92,110.87,99.6
LOT-005,CVD_M03,2026-05-20 10:00:00,-84.85,84.85,99.86
LOT-005,CVD_M03,2026-05-20 10:00:00,-110.87,45.92,99.56
LOT-005,CVD_M03,2026-05-20 10:00:00,-120.0,0.0,99.13
LOT-005,CVD_M03,2026-05-20 10:00:00,-110.87,-45.92,98.91
LOT-005,CVD_M03,2026-05-20 10:00:00,-84.85,-84.85,99.34
LOT-005,CVD_M03,2026-05-20 10:00:00,-45.92,-110.87,99.29
LOT-005,CVD_M03,2026-05-20 10:00:00,-0.0,-120.0,99.79
LOT-005,CVD_M03,2026-05-20 10:00:00,45.92,-110.87,99.23
LOT-005,CVD_M03,2026-05-20 10:00:00,84.85,-84.85,99.51
LOT-005,CVD_M03,2026-05-20 10:00:00,110.87,-45.92,99.71
LOT-005,CVD_M03,2026-05-20 10:00:00,145.0,0.0,99.4
LOT-005,CVD_M03,2026-05-20 10:00:00,102.53,102.53,99.21
LOT-005,CVD_M03,2026-05-20 10:00:00,0.0,145.0,99.86
LOT-005,CVD_M03,2026-05-20 10:00:00,-102.53,102.53,99.51
LOT-005,CVD_M03,2026-05-20 10:00:00,-145.0,0.0,99.18
LOT-005,CVD_M03,2026-05-20 10:00:00,-102.53,-102.53,99.82
LOT-005,CVD_M03,2026-05-20 10:00:00,-0.0,-145.0,99.29
LOT-005,CVD_M03,2026-05-20 10:00:00,102.53,-102.53,99.63
LOT-006,CVD_M01,2026-05-20 12:30:00,0.0,0.0,100.11
LOT-006,CVD_M01,2026-05-20 12:30:00,30.0,0.0,100.66
LOT-006,CVD_M01,2026-05-20 12:30:00,0.0,30.0,101.01
LOT-006,CVD_M01,2026-05-20 12:30:00,-30.0,0.0,
LOT-006,CVD_M01,2026-05-20 12:30:00,-0.0,-30.0,100.41
LOT-006,CVD_M01,2026-05-20 12:30:00,60.0,0.0,99.96
LOT-006,CVD_M01,2026-05-20 12:30:00,42.43,42.43,100.8
LOT-006,CVD_M01,2026-05-20 12:30:00,0.0,60.0,99.99
LOT-006,CVD_M01,2026-05-20 12:30:00,-42.43,42.43,100.63
LOT-006,CVD_M01,2026-05-20 12:30:00,-60.0,0.0,
LOT-006,CVD_M01,2026-05-20 12:30:00,-42.43,-42.43,99.82
LOT-006,CVD_M01,2026-05-20 12:30:00,-0.0,-60.0,99.87
LOT-006,CVD_M01,2026-05-20 12:30:00,42.43,-42.43,99.91
LOT-006,CVD_M01,2026-05-20 12:30:00,90.0,0.0,100.28
LOT-006,CVD_M01,2026-05-20 12:30:00,77.94,45.0,99.65
LOT-006,CVD_M01,2026-05-20 12:30:00,45.0,77.94,99.72
LOT-006,CVD_M01,2026-05-20 12:30:00,0.0,90.0,98.98
LOT-006,CVD_M01,2026-05-20 12:30:00,-45.0,77.94,99.85
LOT-006,CVD_M01,2026-05-20 12:30:00,-77.94,45.0,99.66
LOT-006,CVD_M01,2026-05-20 12:30:00,-90.0,0.0,99.9
LOT-006,CVD_M01,2026-05-20 12:30:00,-77.94,-45.0,100.22
LOT-006,CVD_M01,2026-05-20 12:30:00,-45.0,-77.94,250.3
LOT-006,CVD_M01,2026-05-20 12:30:00,-0.0,-90.0,99.73
LOT-006,CVD_M01,2026-05-20 12:30:00,45.0,-77.94,99.96
LOT-006,CVD_M01,2026-05-20 12:30:00,77.94,-45.0,99.81
LOT-006,CVD_M01,2026-05-20 12:30:00,120.0,0.0,99.17
LOT-006,CVD_M01,2026-05-20 12:30:00,110.87,45.92,99.35
LOT-006,CVD_M01,2026-05-20 12:30:00,84.85,84.85,99.63
LOT-006,CVD_M01,2026-05-20 12:30:00,45.92,110.87,99.87
LOT-006,CVD_M01,2026-05-20 12:30:00,0.0,120.0,99.4
LOT-006,CVD_M01,2026-05-20 12:30:00,-45.92,110.87,99.51
LOT-006,CVD_M01,2026-05-20 12:30:00,-84.85,84.85,99.47
LOT-006,CVD_M01,2026-05-20 12:30:00,-110.87,45.92,99.82
LOT-006,CVD_M01,2026-05-20 12:30:00,-120.0,0.0,99.61
LOT-006,CVD_M01,2026-05-20 12:30:00,-110.87,-45.92,99.59
LOT-006,CVD_M01,2026-05-20 12:30:00,-84.85,-84.85,99.9
LOT-006,CVD_M01,2026-05-20 12:30:00,-45.92,-110.87,99.59
LOT-006,CVD_M01,2026-05-20 12:30:00,-0.0,-120.0,100.09
LOT-006,CVD_M01,2026-05-20 12:30:00,45.92,-110.87,99.73
LOT-006,CVD_M01,2026-05-20 12:30:00,84.85,-84.85,99.47
LOT-006,CVD_M01,2026-05-20 12:30:00,110.87,-45.92,99.77
LOT-006,CVD_M01,2026-05-20 12:30:00,145.0,0.0,99.74
LOT-006,CVD_M01,2026-05-20 12:30:00,102.53,102.53,99.09
LOT-006,CVD_M01,2026-05-20 12:30:00,0.0,145.0,
LOT-006,CVD_M01,2026-05-20 12:30:00,-102.53,102.53,99.43
LOT-006,CVD_M01,2026-05-20 12:30:00,-145.0,0.0,99.14
LOT-006,CVD_M01,2026-05-20 12:30:00,-102.53,-102.53,99.36
LOT-006,CVD_M01,2026-05-20 12:30:00,-0.0,-145.0,98.92
LOT-006,CVD_M01,2026-05-20 12:30:00,102.53,-102.53,99.54
LOT-007,CVD_M02,2026-05-20 15:00:00,0.0,0.0,100.67
LOT-007,CVD_M02,2026-05-20 15:00:00,30.0,0.0,100.51
LOT-007,CVD_M02,2026-05-20 15:00:00,0.0,30.0,100.83
LOT-007,CVD_M02,2026-05-20 15:00:00,-30.0,0.0,100.54
LOT-007,CVD_M02,2026-05-20 15:00:00,-0.0,-30.0,
LOT-007,CVD_M02,2026-05-20 15:00:00,60.0,0.0,99.89
LOT-007,CVD_M02,2026-05-20 15:00:00,42.43,42.43,100.13
LOT-007,CVD_M02,2026-05-20 15:00:00,0.0,60.0,100.22
LOT-007,CVD_M02,2026-05-20 15:00:00,-42.43,42.43,
LOT-007,CVD_M02,2026-05-20 15:00:00,-60.0,0.0,99.72
LOT-007,CVD_M02,2026-05-20 15:00:00,-42.43,-42.43,100.34
LOT-007,CVD_M02,2026-05-20 15:00:00,-0.0,-60.0,100.12
LOT-007,CVD_M02,2026-05-20 15:00:00,42.43,-42.43,100.38
LOT-007,CVD_M02,2026-05-20 15:00:00,90.0,0.0,99.17
LOT-007,CVD_M02,2026-05-20 15:00:00,77.94,45.0,100.02
LOT-007,CVD_M02,2026-05-20 15:00:00,45.0,77.94,99.62
LOT-007,CVD_M02,2026-05-20 15:00:00,0.0,90.0,100.07
LOT-007,CVD_M02,2026-05-20 15:00:00,-45.0,77.94,100.25
LOT-007,CVD_M02,2026-05-20 15:00:00,-77.94,45.0,99.58
LOT-007,CVD_M02,2026-05-20 15:00:00,-90.0,0.0,100.17
LOT-007,CVD_M02,2026-05-20 15:00:00,-77.94,-45.0,99.85
LOT-007,CVD_M02,2026-05-20 15:00:00,-45.0,-77.94,99.9
LOT-007,CVD_M02,2026-05-20 15:00:00,-0.0,-90.0,99.75
LOT-007,CVD_M02,2026-05-20 15:00:00,45.0,-77.94,99.93
LOT-007,CVD_M02,2026-05-20 15:00:00,77.94,-45.0,100.37
LOT-007,CVD_M02,2026-05-20 15:00:00,120.0,0.0,99.18
LOT-007,CVD_M02,2026-05-20 15:00:00,110.87,45.92,100.22
LOT-007,CVD_M02,2026-05-20 15:00:00,84.85,84.85,99.33
LOT-007,CVD_M02,2026-05-20 15:00:00,45.92,110.87,99.92
LOT-007,CVD_M02,2026-05-20 15:00:00,0.0,120.0,99.33
LOT-007,CVD_M02,2026-05-20 15:00:00,-45.92,110.87,99.72
LOT-007,CVD_M02,2026-05-20 15:00:00,-84.85,84.85,100.05
LOT-007,CVD_M02,2026-05-20 15:00:00,-110.87,45.92,98.9
LOT-007,CVD_M02,2026-05-20 15:00:00,-120.0,0.0,99.17
LOT-007,CVD_M02,2026-05-20 15:00:00,-110.87,-45.92,
LOT-007,CVD_M02,2026-05-20 15:00:00,-84.85,-84.85,99.49
LOT-007,CVD_M02,2026-05-20 15:00:00,-45.92,-110.87,99.51
LOT-007,CVD_M02,2026-05-20 15:00:00,-0.0,-120.0,99.41
LOT-007,CVD_M02,2026-05-20 15:00:00,45.92,-110.87,
LOT-007,CVD_M02,2026-05-20 15:00:00,84.85,-84.85,99.24
LOT-007,CVD_M02,2026-05-20 15:00:00,110.87,-45.92,99.59
LOT-007,CVD_M02,2026-05-20 15:00:00,145.0,0.0,99.13
LOT-007,CVD_M02,2026-05-20 15:00:00,102.53,102.53,99.46
LOT-007,CVD_M02,2026-05-20 15:00:00,0.0,145.0,99.28
LOT-007,CVD_M02,2026-05-20 15:00:00,-102.53,102.53,99.24
LOT-007,CVD_M02,2026-05-20 15:00:00,-145.0,0.0,98.85
LOT-007,CVD_M02,2026-05-20 15:00:00,-102.53,-102.53,98.98
LOT-007,CVD_M02,2026-05-20 15:00:00,-0.0,-145.0,98.98
LOT-007,CVD_M02,2026-05-20 15:00:00,102.53,-102.53,
LOT-008,CVD_M03,2026-05-20 17:30:00,0.0,0.0,101.73
LOT-008,CVD_M03,2026-05-20 17:30:00,30.0,0.0,100.37
LOT-008,CVD_M03,2026-05-20 17:30:00,0.0,30.0,100.29
LOT-008,CVD_M03,2026-05-20 17:30:00,-30.0,0.0,100.12
LOT-008,CVD_M03,2026-05-20 17:30:00,-0.0,-30.0,99.98
LOT-008,CVD_M03,2026-05-20 17:30:00,60.0,0.0,100.48
LOT-008,CVD_M03,2026-05-20 17:30:00,42.43,42.43,99.9
LOT-008,CVD_M03,2026-05-20 17:30:00,0.0,60.0,100.47
LOT-008,CVD_M03,2026-05-20 17:30:00,-42.43,42.43,100.06
LOT-008,CVD_M03,2026-05-20 17:30:00,-60.0,0.0,99.8
LOT-008,CVD_M03,2026-05-20 17:30:00,-42.43,-42.43,100.24
LOT-008,CVD_M03,2026-05-20 17:30:00,-0.0,-60.0,100.19
LOT-008,CVD_M03,2026-05-20 17:30:00,42.43,-42.43,99.92
LOT-008,CVD_M03,2026-05-20 17:30:00,90.0,0.0,99.73
LOT-008,CVD_M03,2026-05-20 17:30:00,77.94,45.0,
LOT-008,CVD_M03,2026-05-20 17:30:00,45.0,77.94,99.34
